image_id,size_bin,sampling_weight,o2o_base_margin,rho_R_event_observed,rho_R_radius
1420__1800_0,t_8_16,44.130434782608695,0.4926743131959799,1,0.169921875
1420__1800_0,t_8_16,44.130434782608695,0.4926743131959799,1,0.03515625
1420__1800_0,t_8_16,44.130434782608695,0.9745762144629472,1,0.189453125
1420__1800_0,t_8_16,44.130434782608695,0.8428261041754405,1,0.240234375
1420__1800_0,t_8_16,44.130434782608695,0.658825709360315,1,0.1728515625
1420__1800_0,t_8_16,44.130434782608695,0.658825709360315,1,0.0634765625
1420__1800_0,t_8_16,44.130434782608695,0.3566803990489029,1,0.2138671875
1420__1800_0,t_8_16,44.130434782608695,0.3566803990489029,1,0.0146484375
1420__1800_0,t_8_16,44.130434782608695,0.6976748876776535,1,0.07421875
1420__1800_0,s_16_32,44.130434782608695,0.0159263153231728,1,0.044921875
1420__1800_0,t_8_16,44.130434782608695,0.5484101681188138,1,0.0361328125
1420__1800_0,t_8_16,44.130434782608695,0.9694331655057256,1,0.19921875
1420__1800_0,t_8_16,44.130434782608695,0.9860456223175308,1,0.2373046875
1420__1800_0,s_16_32,44.130434782608695,0.82946841570719,1,0.18359375
1420__1800_0,t_8_16,44.130434782608695,0.5035992990037776,1,0.037109375
1420__1800_0,t_8_16,44.130434782608695,0.2038530034846223,1,0.1630859375
1420__1800_0,t_8_16,44.130434782608695,0.2038530034846223,1,0.0927734375
1430__1200_600,t_8_16,44.130434782608695,0.2056387480421785,1,0.0146484375
1430__1200_600,t_8_16,44.130434782608695,0.2998612200018851,1,0.0322265625
1430__1200_600,t_8_16,44.130434782608695,0.9832219813993076,1,0.1826171875
1430__1200_600,t_8_16,44.130434782608695,0.1535421694202398,1,0.009765625
